1,7,2,13
2,3,8,7,1
3,2,8,9,4
4,3,9,10,5
5,11,6,10,4
6,11,5,12
7,14,13,2,1,8
8,3,2,9,15,7,14
9,3,4,8,15,10,16
10,11,17,9,4,5,16
11,10,17,6,5,18,12
12,11,6,18,24
13,19,25,14,7,1
14,7,13,20,15,8,19
15,21,16,8,9,14,20
16,15,21,17,22,9,10
17,11,10,16,22,18,23
18,17,11,12,23,24
19,13,25,14,26,20
20,14,15,27,21,26,19
21,15,16,28,22,27,20
22,17,16,28,21,23,29
23,29,30,18,17,22,24
24,18,12,23,30,36
25,19,13,26,31
26,32,27,19,25,20,31
27,32,33,28,21,20,26
28,34,29,22,21,27,33
29,34,28,30,35,23,22
30,29,35,23,36,24
31,32,26,25
32,27,33,26,31
33,27,32,28,34
34,29,28,33,35
35,30,29,36,34
36,30,35,24
1,13,7,2
2,7,1,8,3
3,8,9,4,2
4,3,9,10,5
5,11,6,10,4
6,11,5,12
7,13,1,2,14,8
8,3,9,15,14,7,2
9,3,8,15,16,10,4
10,9,16,17,4,11,5
11,6,5,10,18,12,17
12,18,11,6,24
13,7,1,14,19,25
14,15,20,8,7,13,19
15,14,20,8,9,21,16
16,22,21,9,10,17,15
17,10,16,18,11,23,22
18,12,11,17,23,24
19,20,14,26,25,13
20,15,14,21,19,27,26
21,22,16,15,20,28,27
22,16,21,29,28,17,23
23,29,30,18,17,24,22
24,30,36,18,12,23
25,31,26,19,13
26,32,27,20,19,25,31
27,26,32,21,28,33,20
28,29,22,21,34,33,27
29,22,28,23,30,35,34
30,36,24,23,29,35
31,25,26,32
32,26,27,33,31
33,34,28,27,32
34,28,33,29,35
35,30,29,36,34
36,30,24,35
