57.983,136.49,0
48.379,84.134,0
49.764,142.1,0
60.882,146.57,0
70.846,148.6,0
80.171,153,0
90.622,157.26,0
97.574,165.65,0
97.659,44.927,0
87.461,39.484,0
78.441,43.88,0
69.632,53.169,0
61.647,59.047,0
54.351,67.139,0
46.765,73.56,0
39.005,79.812,0
40,89.798,0
41.416,101.1,0
37.88,115.34,0
45.622,121.57,0
49.5,131.39,0
41.602,149.39,0
51.088,152.55,0
60.468,156.46,0
70.237,158.77,0
80.834,163.13,0
84.075,174.45,0
89.876,27.024,0
79.708,32.166,0
68.694,39.627,0
61.344,47.752,0
51.806,57.272,0
44.243,63.759,0
35.364,70.082,0
30.756,86.202,0
32.579,96.542,0
30.866,107.83,0
28.281,120.15,0
37.012,126.65,0
40.491,138.36,0
30.331,156.74,0
40.193,159.88,0
53.993,164.03,0
63.698,166.26,0
73.119,169.36,0
68.899,27.883,0
58.752,32.543,0
50.997,46.624,0
42.362,51.666,0
35.544,58.875,0
30.006,134.31,0
31.829,144.65,0
32.925,167.49,0
45.342,168.93,0
48.743,35.034,0
40.967,41.526,0
25.923,47.188,0
39.55,31.342,0
31.506,38.091,0
141.31,139.31,0
152.03,97.506,0
156.08,86.705,0
107.36,159.3,0
117.28,154.9,0
127.66,152.41,0
137.16,149.56,0
147.32,147.72,0
151.1,137.08,0
153.62,126.58,0
156.31,116.08,0
158.72,105.79,0
161.74,95.548,0
168.02,84.958,0
160.06,77.497,0
149.67,70.017,0
142.41,62.658,0
134.9,54.366,0
128.01,47.029,0
117.86,40.324,0
107.9,39.695,0
104.8,174.72,0
115.96,167.24,0
124.53,161.83,0
135.84,159.5,0
145.84,159.25,0
154.92,155.18,0
157.9,144.77,0
160.93,134.71,0
163.55,123.3,0
170.17,112.63,0
168.56,102.76,0
173.59,76.624,0
159.57,66.87,0
151.96,58.895,0
145.59,50.888,0
137.71,44.606,0
131.01,36.494,0
122.02,30.504,0
109.29,29.792,0
99.879,33.535,0
131.97,169.05,0
144.01,169.72,0
153.73,165.7,0
164.07,160.26,0
166.05,150.52,0
172.1,141.98,0
170.55,130.47,0
169.29,64.91,0
164.7,56.136,0
155.59,49.291,0
148.38,41.284,0
138.52,29.48,0
169.82,168.32,0
168.45,46.934,0
159.39,39.679,0
149.42,30.161,0
173.06,34.996,0
159.87,29.776,0
90.281,118.56,1
105.12,94.612,1
73.557,73.213,1
115.84,126.76,1
142.68,100.87,1
149.11,108.52,1
104.29,64.373,1
68.79,100.36,1
132.59,64.666,1
108.93,137.52,1
107.81,52.995,1
60.88,107.76,1
67.62,139.13,1
139.84,73.317,1
117.55,89.384,1
139.56,111.6,1
70.991,110.15,1
83.221,125.62,1
110.82,80.763,1
65.471,80.36,1
65.866,128.44,1
95.981,126.77,1
145.74,89.756,1
121.81,134.77,1
87.062,98.456,1
114.11,99.189,1
105.84,128.09,1
109.47,118.84,1
74.887,83.487,1
90.443,144.68,1
93.695,91.036,1
49.983,93.908,1
63.918,69.924,1
71.406,63.295,1
125.22,123.52,1
118.66,114.93,1
146.5,118.8,1
132.54,103.47,1
98.267,55.867,1
79.545,54.481,1
81.103,66.612,1
88.342,59.845,1
82.719,77.346,1
136.38,93.112,1
59.092,97.924,1
117.92,50.274,1
114.2,60.684,1
129.99,74.51,1
120.56,77.9,1
89.389,134.19,1
84.471,87.175,1
92.767,81.005,1
101.81,85.283,1
99.507,102.81,1
102.04,75.314,1
111.91,70.853,1
122.64,67.732,1
110.67,147.35,1
120.48,145.41,1
79.532,104.95,1
76.895,93.84,1
67.542,90.302,1
57.872,87.459,1
99.55,149.47,1
137,82.895,1
127.57,86.216,1
125.38,95.941,1
148.17,79.904,1
98.973,137.04,1
63.455,117.57,1
129.88,113.75,1
122.54,105.48,1
110.59,108.9,1
136.54,121.2,1
75.576,131.95,1
73.297,121.85,1
80.776,115.21,1
89.182,108.67,1
79.355,141.61,1
52.132,113.94,1
51.259,104.04,1
100.16,115.28,1
133.56,132.99,1
129.98,142.51,1
92.873,70.675,1
88.077,49.432,0
55.937,77.346,0
55.419,123.36,0
143.41,128.61,0
125.3,57.025,0
